h_m_s,FOOD
2019-04-04 13:40:25,1.1102230246251565e-16
2019-04-04 13:40:26,1.1102230246251565e-16
2019-04-04 13:40:27,1.1102230246251565e-16
2019-04-04 13:40:28,1.1102230246251565e-16
2019-04-04 13:40:29,1.1102230246251565e-16
2019-04-04 13:40:30,1.1102230246251565e-16
2019-04-04 13:40:31,1.1102230246251565e-16
2019-04-04 13:40:32,1.1102230246251565e-16
2019-04-04 13:40:33,1.1102230246251565e-16
2019-04-04 13:40:34,1.1102230246251565e-16
2019-04-04 13:40:35,1.1102230246251565e-16
2019-04-04 13:40:36,1.1102230246251565e-16
2019-04-04 13:40:37,1.1102230246251565e-16
2019-04-04 13:40:38,1.1102230246251565e-16
2019-04-04 13:40:39,1.1102230246251565e-16
2019-04-04 13:40:40,1.1102230246251565e-16
2019-04-04 13:40:41,1.1102230246251565e-16
2019-04-04 13:40:42,1.1102230246251565e-16
2019-04-04 13:40:43,1.1102230246251565e-16
2019-04-04 13:40:44,1.1102230246251565e-16
2019-04-04 13:40:45,1.1102230246251565e-16
2019-04-04 13:40:46,1.1102230246251565e-16
2019-04-04 13:40:47,1.1102230246251565e-16
2019-04-04 13:40:48,1.1102230246251565e-16
2019-04-04 13:40:49,1.1102230246251565e-16
2019-04-04 13:40:50,1.1102230246251565e-16
2019-04-04 13:40:51,1.1102230246251565e-16
2019-04-04 13:40:52,1.1102230246251565e-16
2019-04-04 13:40:53,1.1102230246251565e-16
2019-04-04 13:40:54,1.1102230246251565e-16
2019-04-04 13:40:55,1.1102230246251565e-16
2019-04-04 13:40:56,1.1102230246251565e-16
2019-04-04 13:40:57,1.1102230246251565e-16
2019-04-04 13:40:58,1.1102230246251565e-16
2019-04-04 13:40:59,1.1102230246251565e-16
2019-04-04 13:41:00,1.1102230246251565e-16
2019-04-04 13:41:01,1.1102230246251565e-16
2019-04-04 13:41:02,1.1102230246251565e-16
2019-04-04 13:41:03,1.1102230246251565e-16
2019-04-04 13:41:04,1.1102230246251565e-16
2019-04-04 13:41:05,1.1102230246251565e-16
2019-04-04 13:41:06,1.1102230246251565e-16
2019-04-04 13:41:07,1.1102230246251565e-16
2019-04-04 13:41:08,1.1102230246251565e-16
2019-04-04 13:41:09,1.1102230246251565e-16
2019-04-04 13:41:10,1.1102230246251565e-16
2019-04-04 13:41:11,1.1102230246251565e-16
2019-04-04 13:41:12,1.1102230246251565e-16
2019-04-04 13:41:13,1.1102230246251565e-16
2019-04-04 13:41:14,1.1102230246251565e-16
2019-04-04 13:41:15,1.1102230246251565e-16
2019-04-04 13:41:16,1.1102230246251565e-16
2019-04-04 13:41:17,1.1102230246251565e-16
2019-04-04 13:41:18,1.1102230246251565e-16
2019-04-04 13:41:19,1.1102230246251565e-16
2019-04-04 13:41:20,1.1102230246251565e-16
2019-04-04 13:41:21,1.1102230246251565e-16
2019-04-04 13:41:22,1.1102230246251565e-16
2019-04-04 13:41:23,1.1102230246251565e-16
2019-04-04 13:41:24,1.1102230246251565e-16
2019-04-04 13:41:25,1.1102230246251565e-16
2019-04-04 13:41:26,1.1102230246251565e-16
2019-04-04 13:41:27,1.1102230246251565e-16
2019-04-04 13:41:28,1.1102230246251565e-16
2019-04-04 13:41:29,1.1102230246251565e-16
2019-04-04 13:41:30,1.1102230246251565e-16
2019-04-04 13:41:31,1.1102230246251565e-16
2019-04-04 13:41:32,1.1102230246251565e-16
2019-04-04 13:41:33,1.1102230246251565e-16
2019-04-04 13:41:34,1.1102230246251565e-16
2019-04-04 13:41:35,1.1102230246251565e-16
2019-04-04 13:41:36,1.1102230246251565e-16
2019-04-04 13:41:37,1.1102230246251565e-16
2019-04-04 13:41:38,1.1102230246251565e-16
2019-04-04 13:41:39,1.1102230246251565e-16
2019-04-04 13:41:40,1.1102230246251565e-16
2019-04-04 13:41:41,1.1102230246251565e-16
2019-04-04 13:41:42,1.1102230246251565e-16
2019-04-04 13:41:43,1.1102230246251565e-16
2019-04-04 13:41:44,1.1102230246251565e-16
2019-04-04 13:41:45,1.1102230246251565e-16
2019-04-04 13:41:46,1.1102230246251565e-16
2019-04-04 13:41:47,1.1102230246251565e-16
2019-04-04 13:41:48,1.1102230246251565e-16
2019-04-04 13:41:49,1.1102230246251565e-16
2019-04-04 13:41:50,1.1102230246251565e-16
2019-04-04 13:41:51,1.1102230246251565e-16
2019-04-04 13:41:52,1.1102230246251565e-16
2019-04-04 13:41:53,1.1102230246251565e-16
2019-04-04 13:41:54,1.1102230246251565e-16
2019-04-04 13:41:55,1.1102230246251565e-16
2019-04-04 13:41:56,1.1102230246251565e-16
2019-04-04 13:41:57,1.1102230246251565e-16
2019-04-04 13:41:58,1.1102230246251565e-16
2019-04-04 13:41:59,1.1102230246251565e-16
2019-04-04 13:42:00,1.1102230246251565e-16
2019-04-04 13:42:01,1.1102230246251565e-16
2019-04-04 13:42:02,1.1102230246251565e-16
2019-04-04 13:42:03,1.1102230246251565e-16
2019-04-04 13:42:04,1.1102230246251565e-16
2019-04-04 13:42:05,1.1102230246251565e-16
2019-04-04 13:42:06,1.1102230246251565e-16
2019-04-04 13:42:07,1.1102230246251565e-16
2019-04-04 13:42:08,1.1102230246251565e-16
2019-04-04 13:42:09,1.1102230246251565e-16
2019-04-04 13:42:10,1.1102230246251565e-16
2019-04-04 13:42:11,1.1102230246251565e-16
2019-04-04 13:42:12,1.1102230246251565e-16
2019-04-04 13:42:13,1.1102230246251565e-16
2019-04-04 13:42:14,1.1102230246251565e-16
2019-04-04 13:42:15,1.1102230246251565e-16
2019-04-04 13:42:16,1.1102230246251565e-16
2019-04-04 13:42:17,1.1102230246251565e-16
2019-04-04 13:42:18,1.1102230246251565e-16
2019-04-04 13:42:19,1.1102230246251565e-16
2019-04-04 13:42:20,1.1102230246251565e-16
2019-04-04 13:42:21,1.1102230246251565e-16
2019-04-04 13:42:22,1.1102230246251565e-16
2019-04-04 13:42:23,1.1102230246251565e-16
2019-04-04 13:42:24,1.1102230246251565e-16
2019-04-04 13:42:25,1.1102230246251565e-16
2019-04-04 13:42:26,1.1102230246251565e-16
2019-04-04 13:42:27,1.1102230246251565e-16
2019-04-04 13:42:28,1.1102230246251565e-16
2019-04-04 13:42:29,1.1102230246251565e-16
2019-04-04 13:42:30,1.1102230246251565e-16
2019-04-04 13:42:31,1.1102230246251565e-16
2019-04-04 13:42:32,1.1102230246251565e-16
2019-04-04 13:42:33,1.1102230246251565e-16
2019-04-04 13:42:34,1.1102230246251565e-16
2019-04-04 13:42:35,1.1102230246251565e-16
2019-04-04 13:42:36,1.1102230246251565e-16
2019-04-04 13:42:37,1.1102230246251565e-16
2019-04-04 13:42:38,1.1102230246251565e-16
2019-04-04 13:42:39,1.1102230246251565e-16
2019-04-04 13:42:40,1.1102230246251565e-16
2019-04-04 13:42:41,1.1102230246251565e-16
2019-04-04 13:42:42,1.1102230246251565e-16
2019-04-04 13:42:43,1.1102230246251565e-16
2019-04-04 13:42:44,1.1102230246251565e-16
2019-04-04 13:42:45,1.1102230246251565e-16
2019-04-04 13:42:46,1.1102230246251565e-16
2019-04-04 13:42:47,1.1102230246251565e-16
2019-04-04 13:42:48,1.1102230246251565e-16
2019-04-04 13:42:49,1.1102230246251565e-16
2019-04-04 13:42:50,1.1102230246251565e-16
2019-04-04 13:42:51,1.1102230246251565e-16
2019-04-04 13:42:52,1.1102230246251565e-16
2019-04-04 13:42:53,1.1102230246251565e-16
2019-04-04 13:42:54,1.1102230246251565e-16
2019-04-04 13:42:55,1.1102230246251565e-16
2019-04-04 13:42:56,1.1102230246251565e-16
2019-04-04 13:42:57,1.1102230246251565e-16
2019-04-04 13:42:58,1.1102230246251565e-16
2019-04-04 13:42:59,1.1102230246251565e-16
2019-04-04 13:43:00,1.1102230246251565e-16
2019-04-04 13:43:01,1.1102230246251565e-16
2019-04-04 13:43:02,1.1102230246251565e-16
2019-04-04 13:43:03,1.1102230246251565e-16
2019-04-04 13:43:04,1.1102230246251565e-16
2019-04-04 13:43:05,1.1102230246251565e-16
2019-04-04 13:43:06,1.1102230246251565e-16
2019-04-04 13:43:07,1.1102230246251565e-16
2019-04-04 13:43:08,1.1102230246251565e-16
2019-04-04 13:43:09,1.1102230246251565e-16
2019-04-04 13:43:10,1.1102230246251565e-16
2019-04-04 13:43:11,1.1102230246251565e-16
2019-04-04 13:43:12,1.1102230246251565e-16
2019-04-04 13:43:13,1.1102230246251565e-16
2019-04-04 13:43:14,1.1102230246251565e-16
2019-04-04 13:43:15,1.1102230246251565e-16
2019-04-04 13:43:16,1.1102230246251565e-16
2019-04-04 13:43:17,1.1102230246251565e-16
2019-04-04 13:43:18,1.1102230246251565e-16
2019-04-04 13:43:19,1.1102230246251565e-16
2019-04-04 13:43:20,1.1102230246251565e-16
2019-04-04 13:43:21,1.1102230246251565e-16
2019-04-04 13:43:22,1.1102230246251565e-16
2019-04-04 13:43:23,1.1102230246251565e-16
2019-04-04 13:43:24,1.1102230246251565e-16
2019-04-04 13:43:25,1.1102230246251565e-16
2019-04-04 13:43:26,1.1102230246251565e-16
2019-04-04 13:43:27,1.1102230246251565e-16
2019-04-04 13:43:28,1.1102230246251565e-16
2019-04-04 13:43:29,1.1102230246251565e-16
2019-04-04 13:43:30,1.1102230246251565e-16
2019-04-04 13:43:31,1.1102230246251565e-16
2019-04-04 13:43:32,1.1102230246251565e-16
2019-04-04 13:43:33,1.1102230246251565e-16
2019-04-04 13:43:34,1.1102230246251565e-16
2019-04-04 13:43:35,1.1102230246251565e-16
2019-04-04 13:43:36,1.1102230246251565e-16
2019-04-04 13:43:37,1.1102230246251565e-16
2019-04-04 13:43:38,1.1102230246251565e-16
2019-04-04 13:43:39,1.1102230246251565e-16
2019-04-04 13:43:40,1.1102230246251565e-16
2019-04-04 13:43:41,1.1102230246251565e-16
2019-04-04 13:43:42,1.1102230246251565e-16
2019-04-04 13:43:43,1.1102230246251565e-16
2019-04-04 13:43:44,1.1102230246251565e-16
2019-04-04 13:43:45,1.1102230246251565e-16
2019-04-04 13:43:46,1.1102230246251565e-16
2019-04-04 13:43:47,1.1102230246251565e-16
2019-04-04 13:43:48,1.1102230246251565e-16
2019-04-04 13:43:49,1.1102230246251565e-16
2019-04-04 13:43:50,1.1102230246251565e-16
2019-04-04 13:43:51,1.1102230246251565e-16
2019-04-04 13:43:52,1.1102230246251565e-16
2019-04-04 13:43:53,1.1102230246251565e-16
2019-04-04 13:43:54,1.1102230246251565e-16
2019-04-04 13:43:55,1.1102230246251565e-16
2019-04-04 13:43:56,1.1102230246251565e-16
2019-04-04 13:43:57,1.1102230246251565e-16
2019-04-04 13:43:58,1.1102230246251565e-16
2019-04-04 13:43:59,1.1102230246251565e-16
2019-04-04 13:44:00,1.1102230246251565e-16
2019-04-04 13:44:01,1.1102230246251565e-16
2019-04-04 13:44:02,1.1102230246251565e-16
2019-04-04 13:44:03,1.1102230246251565e-16
2019-04-04 13:44:04,1.1102230246251565e-16
2019-04-04 13:44:05,1.1102230246251565e-16
2019-04-04 13:44:06,1.1102230246251565e-16
2019-04-04 13:44:07,1.1102230246251565e-16
2019-04-04 13:44:08,1.1102230246251565e-16
2019-04-04 13:44:09,1.1102230246251565e-16
2019-04-04 13:44:10,1.1102230246251565e-16
2019-04-04 13:44:11,1.1102230246251565e-16
2019-04-04 13:44:12,1.1102230246251565e-16
2019-04-04 13:44:13,1.1102230246251565e-16
2019-04-04 13:44:14,1.1102230246251565e-16
2019-04-04 13:44:15,1.1102230246251565e-16
2019-04-04 13:44:16,1.1102230246251565e-16
2019-04-04 13:44:17,1.1102230246251565e-16
2019-04-04 13:44:18,1.1102230246251565e-16
2019-04-04 13:44:19,1.1102230246251565e-16
2019-04-04 13:44:20,1.1102230246251565e-16
2019-04-04 13:44:21,1.1102230246251565e-16
2019-04-04 13:44:22,1.1102230246251565e-16
2019-04-04 13:44:23,1.1102230246251565e-16
2019-04-04 13:44:24,1.1102230246251565e-16
2019-04-04 13:44:25,1.1102230246251565e-16
2019-04-04 13:44:26,1.1102230246251565e-16
2019-04-04 13:44:27,1.1102230246251565e-16
2019-04-04 13:44:28,1.1102230246251565e-16
2019-04-04 13:44:29,1.1102230246251565e-16
2019-04-04 13:44:30,1.1102230246251565e-16
2019-04-04 13:44:31,1.1102230246251565e-16
2019-04-04 13:44:32,1.1102230246251565e-16
2019-04-04 13:44:33,1.1102230246251565e-16
2019-04-04 13:44:34,1.1102230246251565e-16
2019-04-04 13:44:35,1.1102230246251565e-16
2019-04-04 13:44:36,1.1102230246251565e-16
2019-04-04 13:44:37,1.1102230246251565e-16
2019-04-04 13:44:38,1.1102230246251565e-16
2019-04-04 13:44:39,1.1102230246251565e-16
2019-04-04 13:44:40,1.1102230246251565e-16
2019-04-04 13:44:41,1.1102230246251565e-16
2019-04-04 13:44:42,1.1102230246251565e-16
2019-04-04 13:44:43,1.1102230246251565e-16
2019-04-04 13:44:44,1.1102230246251565e-16
2019-04-04 13:44:45,1.1102230246251565e-16
2019-04-04 13:44:46,1.1102230246251565e-16
2019-04-04 13:44:47,1.1102230246251565e-16
2019-04-04 13:44:48,1.1102230246251565e-16
2019-04-04 13:44:49,1.1102230246251565e-16
2019-04-04 13:44:50,1.1102230246251565e-16
2019-04-04 13:44:51,1.1102230246251565e-16
2019-04-04 13:44:52,1.1102230246251565e-16
2019-04-04 13:44:53,1.1102230246251565e-16
2019-04-04 13:44:54,1.1102230246251565e-16
2019-04-04 13:44:55,1.1102230246251565e-16
2019-04-04 13:44:56,1.1102230246251565e-16
2019-04-04 13:44:57,1.1102230246251565e-16
2019-04-04 13:44:58,1.1102230246251565e-16
2019-04-04 13:44:59,1.1102230246251565e-16
2019-04-04 13:45:00,1.1102230246251565e-16
2019-04-04 13:45:01,1.1102230246251565e-16
2019-04-04 13:45:02,1.1102230246251565e-16
2019-04-04 13:45:03,1.1102230246251565e-16
2019-04-04 13:45:04,1.1102230246251565e-16
2019-04-04 13:45:05,1.1102230246251565e-16
2019-04-04 13:45:06,1.1102230246251565e-16
2019-04-04 13:45:07,1.1102230246251565e-16
2019-04-04 13:45:08,1.1102230246251565e-16
2019-04-04 13:45:09,1.1102230246251565e-16
2019-04-04 13:45:10,1.1102230246251565e-16
2019-04-04 13:45:11,1.1102230246251565e-16
2019-04-04 13:45:12,1.1102230246251565e-16
2019-04-04 13:45:13,1.1102230246251565e-16
2019-04-04 13:45:14,1.1102230246251565e-16
2019-04-04 13:45:15,1.1102230246251565e-16
2019-04-04 13:45:16,1.1102230246251565e-16
2019-04-04 13:45:17,1.1102230246251565e-16
2019-04-04 13:45:18,1.1102230246251565e-16
2019-04-04 13:45:19,1.1102230246251565e-16
2019-04-04 13:45:20,1.1102230246251565e-16
2019-04-04 13:45:21,1.1102230246251565e-16
2019-04-04 13:45:22,1.1102230246251565e-16
2019-04-04 13:45:23,1.1102230246251565e-16
2019-04-04 13:45:24,1.1102230246251565e-16
2019-04-04 13:45:25,1.1102230246251565e-16
2019-04-04 13:45:26,1.1102230246251565e-16
2019-04-04 13:45:27,1.1102230246251565e-16
2019-04-04 13:45:28,1.1102230246251565e-16
2019-04-04 13:45:29,1.1102230246251565e-16
2019-04-04 13:45:30,1.1102230246251565e-16
2019-04-04 13:45:31,1.1102230246251565e-16
2019-04-04 13:45:32,1.1102230246251565e-16
2019-04-04 13:45:33,1.1102230246251565e-16
2019-04-04 13:45:34,1.1102230246251565e-16
2019-04-04 13:45:35,1.1102230246251565e-16
2019-04-04 13:45:36,1.1102230246251565e-16
2019-04-04 13:45:37,1.1102230246251565e-16
2019-04-04 13:45:38,1.1102230246251565e-16
2019-04-04 13:45:39,1.1102230246251565e-16
2019-04-04 13:45:40,1.1102230246251565e-16
2019-04-04 13:45:41,1.1102230246251565e-16
2019-04-04 13:45:42,1.1102230246251565e-16
2019-04-04 13:45:43,1.1102230246251565e-16
2019-04-04 13:45:44,1.1102230246251565e-16
2019-04-04 13:45:45,1.1102230246251565e-16
2019-04-04 13:45:46,1.1102230246251565e-16
2019-04-04 13:45:47,1.1102230246251565e-16
2019-04-04 13:45:48,1.1102230246251565e-16
2019-04-04 13:45:49,1.1102230246251565e-16
2019-04-04 13:45:50,1.1102230246251565e-16
2019-04-04 13:45:51,1.1102230246251565e-16
2019-04-04 13:45:52,1.1102230246251565e-16
2019-04-04 13:45:53,1.1102230246251565e-16
2019-04-04 13:45:54,1.1102230246251565e-16
2019-04-04 13:45:55,1.1102230246251565e-16
2019-04-04 13:45:56,1.1102230246251565e-16
2019-04-04 13:45:57,1.1102230246251565e-16
2019-04-04 13:45:58,1.1102230246251565e-16
2019-04-04 13:45:59,1.1102230246251565e-16
2019-04-04 13:46:00,1.1102230246251565e-16
2019-04-04 13:46:01,1.1102230246251565e-16
2019-04-04 13:46:02,1.1102230246251565e-16
2019-04-04 13:46:03,1.1102230246251565e-16
2019-04-04 13:46:04,1.1102230246251565e-16
2019-04-04 13:46:05,1.1102230246251565e-16
2019-04-04 13:46:06,1.1102230246251565e-16
2019-04-04 13:46:07,1.1102230246251565e-16
2019-04-04 13:46:08,1.1102230246251565e-16
2019-04-04 13:46:09,1.1102230246251565e-16
2019-04-04 13:46:10,1.1102230246251565e-16
2019-04-04 13:46:11,1.1102230246251565e-16
2019-04-04 13:46:12,1.1102230246251565e-16
2019-04-04 13:46:13,1.1102230246251565e-16
2019-04-04 13:46:14,1.1102230246251565e-16
2019-04-04 13:46:15,1.1102230246251565e-16
2019-04-04 13:46:16,1.1102230246251565e-16
2019-04-04 13:46:17,1.1102230246251565e-16
2019-04-04 13:46:18,1.1102230246251565e-16
2019-04-04 13:46:19,1.1102230246251565e-16
2019-04-04 13:46:20,1.1102230246251565e-16
2019-04-04 13:46:21,1.1102230246251565e-16
2019-04-04 13:46:22,1.1102230246251565e-16
2019-04-04 13:46:23,1.1102230246251565e-16
2019-04-04 13:46:24,1.1102230246251565e-16
2019-04-04 13:46:25,1.1102230246251565e-16
2019-04-04 13:46:26,1.1102230246251565e-16
2019-04-04 13:46:27,1.1102230246251565e-16
2019-04-04 13:46:28,1.1102230246251565e-16
2019-04-04 13:46:29,1.1102230246251565e-16
2019-04-04 13:46:30,1.1102230246251565e-16
2019-04-04 13:46:31,1.1102230246251565e-16
2019-04-04 13:46:32,1.1102230246251565e-16
2019-04-04 13:46:33,1.1102230246251565e-16
2019-04-04 13:46:34,1.1102230246251565e-16
2019-04-04 13:46:35,1.1102230246251565e-16
2019-04-04 13:46:36,1.1102230246251565e-16
2019-04-04 13:46:37,1.1102230246251565e-16
2019-04-04 13:46:38,1.1102230246251565e-16
2019-04-04 13:46:39,1.1102230246251565e-16
2019-04-04 13:46:40,1.1102230246251565e-16
2019-04-04 13:46:41,1.1102230246251565e-16
2019-04-04 13:46:42,1.1102230246251565e-16
2019-04-04 13:46:43,1.1102230246251565e-16
2019-04-04 13:46:44,1.1102230246251565e-16
2019-04-04 13:46:45,1.1102230246251565e-16
2019-04-04 13:46:46,1.1102230246251565e-16
2019-04-04 13:46:47,1.1102230246251565e-16
2019-04-04 13:46:48,1.1102230246251565e-16
2019-04-04 13:46:49,1.1102230246251565e-16
2019-04-04 13:46:50,1.1102230246251565e-16
2019-04-04 13:46:51,1.1102230246251565e-16
2019-04-04 13:46:52,1.1102230246251565e-16
2019-04-04 13:46:53,1.1102230246251565e-16
2019-04-04 13:46:54,1.1102230246251565e-16
2019-04-04 13:46:55,1.1102230246251565e-16
2019-04-04 13:46:56,1.1102230246251565e-16
2019-04-04 13:46:57,1.1102230246251565e-16
2019-04-04 13:46:58,1.1102230246251565e-16
2019-04-04 13:46:59,1.1102230246251565e-16
2019-04-04 13:47:00,1.1102230246251565e-16
2019-04-04 13:47:01,1.1102230246251565e-16
2019-04-04 13:47:02,1.1102230246251565e-16
2019-04-04 13:47:03,1.1102230246251565e-16
2019-04-04 13:47:04,1.1102230246251565e-16
2019-04-04 13:47:05,1.1102230246251565e-16
2019-04-04 13:47:06,1.1102230246251565e-16
2019-04-04 13:47:07,1.1102230246251565e-16
2019-04-04 13:47:08,1.1102230246251565e-16
2019-04-04 13:47:09,1.1102230246251565e-16
2019-04-04 13:47:10,1.1102230246251565e-16
2019-04-04 13:47:11,1.1102230246251565e-16
2019-04-04 13:47:12,1.1102230246251565e-16
2019-04-04 13:47:13,1.1102230246251565e-16
2019-04-04 13:47:14,1.1102230246251565e-16
2019-04-04 13:47:15,1.1102230246251565e-16
2019-04-04 13:47:16,1.1102230246251565e-16
2019-04-04 13:47:17,1.1102230246251565e-16
2019-04-04 13:47:18,1.1102230246251565e-16
2019-04-04 13:47:19,1.1102230246251565e-16
2019-04-04 13:47:20,1.1102230246251565e-16
2019-04-04 13:47:21,1.1102230246251565e-16
2019-04-04 13:47:22,1.1102230246251565e-16
2019-04-04 13:47:23,1.1102230246251565e-16
2019-04-04 13:47:24,1.1102230246251565e-16
2019-04-04 13:47:25,1.1102230246251565e-16
2019-04-04 13:47:26,1.1102230246251565e-16
2019-04-04 13:47:27,1.1102230246251565e-16
2019-04-04 13:47:28,1.1102230246251565e-16
2019-04-04 13:47:29,1.1102230246251565e-16
2019-04-04 13:47:30,1.1102230246251565e-16
2019-04-04 13:47:31,1.1102230246251565e-16
2019-04-04 13:47:32,1.1102230246251565e-16
2019-04-04 13:47:33,1.1102230246251565e-16
2019-04-04 13:47:34,1.1102230246251565e-16
2019-04-04 13:47:35,1.1102230246251565e-16
2019-04-04 13:47:36,1.1102230246251565e-16
2019-04-04 13:47:37,1.1102230246251565e-16
2019-04-04 13:47:38,1.1102230246251565e-16
2019-04-04 13:47:39,1.1102230246251565e-16
2019-04-04 13:47:40,1.1102230246251565e-16
2019-04-04 13:47:41,1.1102230246251565e-16
2019-04-04 13:47:42,1.1102230246251565e-16
2019-04-04 13:47:43,1.1102230246251565e-16
2019-04-04 13:47:44,1.1102230246251565e-16
2019-04-04 13:47:45,1.1102230246251565e-16
2019-04-04 13:47:46,1.1102230246251565e-16
2019-04-04 13:47:47,1.1102230246251565e-16
2019-04-04 13:47:48,1.1102230246251565e-16
2019-04-04 13:47:49,1.1102230246251565e-16
2019-04-04 13:47:50,1.1102230246251565e-16
2019-04-04 13:47:51,1.1102230246251565e-16
2019-04-04 13:47:52,1.1102230246251565e-16
2019-04-04 13:47:53,1.1102230246251565e-16
2019-04-04 13:47:54,1.1102230246251565e-16
2019-04-04 13:47:55,1.1102230246251565e-16
2019-04-04 13:47:56,1.1102230246251565e-16
2019-04-04 13:47:57,1.1102230246251565e-16
2019-04-04 13:47:58,1.1102230246251565e-16
2019-04-04 13:47:59,1.1102230246251565e-16
2019-04-04 13:48:00,1.1102230246251565e-16
2019-04-04 13:48:01,1.1102230246251565e-16
2019-04-04 13:48:02,1.1102230246251565e-16
2019-04-04 13:48:03,1.1102230246251565e-16
2019-04-04 13:48:04,1.1102230246251565e-16
2019-04-04 13:48:05,1.1102230246251565e-16
2019-04-04 13:48:06,1.1102230246251565e-16
2019-04-04 13:48:07,1.1102230246251565e-16
2019-04-04 13:48:08,1.1102230246251565e-16
2019-04-04 13:48:09,1.1102230246251565e-16
2019-04-04 13:48:10,1.1102230246251565e-16
2019-04-04 13:48:11,1.1102230246251565e-16
2019-04-04 13:48:12,1.1102230246251565e-16
2019-04-04 13:48:13,1.1102230246251565e-16
2019-04-04 13:48:14,1.1102230246251565e-16
2019-04-04 13:48:15,1.1102230246251565e-16
2019-04-04 13:48:16,1.1102230246251565e-16
2019-04-04 13:48:17,1.1102230246251565e-16
2019-04-04 13:48:18,1.1102230246251565e-16
2019-04-04 13:48:19,1.1102230246251565e-16
2019-04-04 13:48:20,1.1102230246251565e-16
2019-04-04 13:48:21,1.1102230246251565e-16
2019-04-04 13:48:22,1.1102230246251565e-16
2019-04-04 13:48:23,1.1102230246251565e-16
2019-04-04 13:48:24,1.1102230246251565e-16
2019-04-04 13:48:25,1.1102230246251565e-16
2019-04-04 13:48:26,1.1102230246251565e-16
2019-04-04 13:48:27,1.1102230246251565e-16
